OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
1884,1434104,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6A,1015,2020-01-21T00:13:00.000Z
1885,1434105,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,856,2020-01-20T00:15:00.000Z
1886,1434106,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6D,854,2020-01-23T00:00:30.000Z
1887,1434107,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6B,1401,2020-01-22T00:20:00.000Z
1889,1434114,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1356,2020-01-23T00:13:10.000Z
1890,1434115,2399,2,LARCENY,484 PC PETTY THEFT,6,6A,1042,2020-01-22T00:16:31.000Z
1906,1434167,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,426,2020-01-17T00:13:33.000Z
1925,1434255,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3B,747,2020-01-20T00:05:30.000Z
1927,1434258,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,124,2020-01-23T00:15:55.000Z
1972,1434458,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,731,2020-01-13T00:14:54.000Z
1973,1434541,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,4,4B,989,2020-01-18T00:13:00.000Z
1975,1434560,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1422,2020-01-16T00:00:00.000Z
1981,1434592,2310,0,LARCENY,1708 US THEFT OF MAIL,3,3B,787,2020-01-23T00:13:45.000Z
1982,1434614,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,422,2020-01-18T00:12:00.000Z
1983,1434624,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,628,2020-01-20T00:19:51.000Z
1985,1434628,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,823,2020-01-20T00:14:00.000Z
1986,1434629,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1522,2020-01-22T00:14:47.000Z
1987,1434630,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1295,2020-01-23T00:13:24.000Z
1989,1434633,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,937,2020-01-23T00:19:40.000Z
1990,1434640,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,619,2020-01-23T00:22:00.000Z
1992,1434653,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,777,2020-01-23T00:10:00.000Z
11,1429889,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,748,2020-01-01T00:01:15.000Z
12,1429894,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,748,2020-01-01T00:01:30.000Z
16,1429903,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,745,2020-01-01T00:01:00.000Z
27,1429961,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2A,505,2020-01-01T00:01:00.000Z
28,1429962,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1061,2020-01-02T00:11:00.000Z
30,1429969,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,928,2020-01-01T00:20:00.000Z
34,1429998,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1034,2020-01-02T00:12:00.000Z
66,1430125,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,744,2020-01-01T00:12:30.000Z
68,1430144,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,619,2020-01-02T00:14:38.000Z
82,1430184,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1286,2020-01-02T00:21:09.000Z
87,1430199,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,903,2020-01-01T00:18:00.000Z
88,1430200,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,703,2020-01-03T00:12:36.000Z
90,1430208,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,841,2020-01-02T00:13:34.000Z
94,1430222,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1522,2020-01-02T00:12:28.000Z
95,1430224,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,776,2020-01-01T00:21:08.000Z
96,1430226,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1001,2020-01-02T00:18:00.000Z
97,1430229,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,742,2020-01-03T00:08:05.000Z
125,1430341,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,5,5C,1606,2020-01-03T00:18:12.000Z
126,1430342,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,773,2020-01-01T00:19:00.000Z
138,1430372,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,537,2020-01-02T00:21:30.000Z
188,1430533,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2A,224,2020-01-04T00:14:30.000Z
190,1430542,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,785,2020-01-03T00:19:00.000Z
201,1430557,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1065,2020-01-02T00:00:00.000Z
209,1430578,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,3,3M,742,2020-01-03T00:16:19.000Z
228,1430623,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6D,861,2020-01-02T00:11:27.000Z
241,1430646,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1359,2020-01-04T00:06:30.000Z
246,1430652,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,616,2020-01-03T00:18:50.000Z
256,1430673,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1606,2020-01-05T00:20:14.000Z
257,1430674,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,3,3B,736,2020-01-05T00:20:57.000Z
267,1430691,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,985,2020-01-06T00:08:30.000Z
273,1430718,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,732,2020-01-04T00:18:00.000Z
274,1430720,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,855,2020-01-01T00:08:00.000Z
291,1430758,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1356,2020-01-03T00:12:30.000Z
313,1430810,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2A,504,2020-01-07T00:00:00.000Z
317,1430814,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1602,2020-01-06T00:15:22.000Z
327,1430841,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1441,2020-01-07T00:11:00.000Z
328,1430846,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1522,2020-01-05T00:19:00.000Z
334,1430864,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,936,2020-01-07T00:14:50.000Z
348,1430881,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,768,2020-01-07T00:11:00.000Z
349,1430883,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,1102,2020-01-02T00:21:00.000Z
358,1430899,2302,0,LARCENY,487(C) GRAND THEFT-PURSE SNTCH,2,2C,603,2020-01-05T00:15:04.000Z
396,1431018,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,746,2020-01-07T00:18:45.000Z
397,1431019,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,821,2020-01-07T00:08:00.000Z
398,1431020,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,742,2020-01-06T00:20:30.000Z
403,1431037,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,123,2020-01-07T00:13:30.000Z
406,1431042,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,603,2020-01-05T00:13:15.000Z
409,1431048,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,328,2020-01-05T00:13:00.000Z
410,1431050,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,637,2020-01-05T00:14:30.000Z
411,1431051,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,732,2020-01-02T00:13:30.000Z
412,1431052,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1356,2020-01-06T00:11:15.000Z
413,1431054,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1603,2020-01-04T00:22:50.000Z
414,1431055,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1278,2020-01-03T00:17:15.000Z
415,1431057,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,343,2020-01-06T00:18:06.000Z
416,1431058,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,913,2020-01-06T00:16:15.000Z
418,1431060,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1298,2020-01-06T00:16:30.000Z
419,1431061,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,123,2020-01-06T00:16:05.000Z
420,1431062,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,553,2020-01-02T00:11:10.000Z
421,1431064,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,732,2020-01-05T00:00:30.000Z
426,1431080,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,1286,2020-01-05T00:02:00.000Z
427,1431081,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,811,2020-01-03T00:19:30.000Z
430,1431086,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,328,2020-01-03T00:21:21.000Z
432,1431088,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,307,2020-01-03T00:14:50.000Z
433,1431089,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1B,478,2020-01-06T00:15:02.000Z
434,1431090,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6A,1001,2020-01-05T00:18:05.000Z
435,1431092,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,906,2020-01-05T00:22:00.000Z
438,1431098,2309,0,LARCENY,484 PC PETTY THEFT/OUTSIDE,4,4C,1259,2020-01-08T00:04:24.000Z
444,1431109,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,936,2020-01-04T00:03:20.000Z
446,1431111,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,747,2020-01-04T00:05:15.000Z
475,1431178,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,616,2020-01-07T00:10:42.000Z
478,1431188,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1421,2020-01-08T00:16:00.000Z
488,1431207,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,216,2020-01-06T00:23:18.000Z
492,1431211,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,6,6C,1131,2020-01-07T00:15:11.000Z
493,1431213,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,628,2020-01-08T00:14:38.000Z
494,1431214,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1227,2020-01-07T00:11:00.000Z
499,1431228,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,901,2020-01-07T00:19:00.000Z
501,1431230,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,855,2020-01-08T00:11:00.000Z
521,1431280,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2B,564,2020-01-07T00:05:30.000Z
544,1431316,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1356,2020-01-05T00:17:55.000Z
548,1431339,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6E,876,2020-01-08T00:17:00.000Z
557,1431353,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1005,2020-01-07T00:06:30.000Z
562,1431359,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5C,1606,2020-01-06T00:17:00.000Z
563,1431361,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,620,2020-01-08T00:20:28.000Z
571,1431374,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,728,2020-01-05T00:12:00.000Z
573,1431377,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5B,1369,2020-01-07T00:22:00.000Z
599,1431434,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,1136,2020-01-01T00:09:00.000Z
621,1431477,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,958,2020-01-04T00:01:36.000Z
626,1431495,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,344,2020-01-09T00:22:00.000Z
632,1431513,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,313,2020-01-07T00:17:40.000Z
633,1431515,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,1115,2020-01-08T00:15:30.000Z
634,1431516,2399,2,LARCENY,484 PC PETTY THEFT,6,6A,1014,2020-01-03T00:18:00.000Z
641,1431529,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,763,2020-01-09T00:19:00.000Z
645,1431536,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,748,2020-01-07T00:19:30.000Z
646,1431538,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1134,2020-01-06T00:08:30.000Z
648,1431541,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,877,2020-01-07T00:20:30.000Z
651,1431551,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4B,966,2020-01-03T00:00:40.000Z
662,1431575,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,333,2020-01-07T00:19:20.000Z
663,1431576,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,811,2020-01-04T00:07:15.000Z
667,1431581,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,716,2020-01-08T00:23:38.000Z
669,1431586,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,546,2020-01-08T00:22:00.000Z
672,1431592,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2A,517,2020-01-06T00:20:00.000Z
693,1431632,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,965,2020-01-09T00:19:44.000Z
708,1431661,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,704,2020-01-09T00:10:00.000Z
716,1431689,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1113,2020-01-08T00:19:30.000Z
717,1431691,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,832,2020-01-07T00:09:00.000Z
721,1431697,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1124,2020-01-09T00:09:40.000Z
725,1431701,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,441,2020-01-08T00:23:00.000Z
729,1431706,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,811,2020-01-10T00:07:00.000Z
732,1431709,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,721,2020-01-06T00:20:00.000Z
740,1431760,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,908,2020-01-10T00:18:00.000Z
757,1431817,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1394,2020-01-10T00:19:00.000Z
759,1431825,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,325,2020-01-05T00:15:00.000Z
762,1431831,2302,0,LARCENY,487(C) GRAND THEFT-PURSE SNTCH,6,6E,1101,2020-01-11T00:20:45.000Z
778,1431873,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,435,2020-01-10T00:17:00.000Z
781,1431881,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,440,2020-01-12T00:02:40.000Z
783,1431883,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1279,2020-01-12T00:13:00.000Z
794,1431911,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,3,3B,778,2020-01-10T00:22:30.000Z
796,1431917,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,3,3A,765,2020-01-08T00:02:56.000Z
805,1431938,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1369,2020-01-12T00:20:00.000Z
817,1431959,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,116,2020-01-08T00:12:20.000Z
822,1431967,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,115,2020-01-06T00:13:30.000Z
828,1431974,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,603,2020-01-10T00:23:00.000Z
832,1431980,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,307,2020-01-07T00:03:25.000Z
833,1431981,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4B,1304,2020-01-09T00:00:00.000Z
834,1431982,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,1654,2020-01-10T00:07:10.000Z
835,1431983,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,541,2020-01-09T00:23:30.000Z
836,1431985,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,333,2020-01-10T00:00:00.000Z
837,1431989,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1654,2020-01-11T00:10:25.000Z
840,1431995,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,145,2020-01-09T00:17:47.000Z
848,1432012,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,401,2020-01-04T00:09:25.000Z
853,1432020,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1396,2020-01-06T00:08:00.000Z
854,1432021,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,5,5B,1633,2020-01-04T00:12:00.000Z
859,1432029,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1B,401,2020-01-11T00:00:25.000Z
861,1432035,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4A,907,2020-01-11T00:00:00.000Z
864,1432038,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6E,871,2020-01-08T00:08:00.000Z
865,1432039,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,443,2020-01-11T00:11:25.000Z
871,1432048,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,318,2020-01-13T00:10:10.000Z
873,1432051,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2C,606,2020-01-10T00:21:00.000Z
879,1432061,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,846,2020-01-12T00:12:00.000Z
882,1432065,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,958,2020-01-12T00:10:55.000Z
884,1432069,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,742,2020-01-12T00:18:31.000Z
896,1432086,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1411,2020-01-13T00:00:30.000Z
922,1432141,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1065,2020-01-10T00:23:03.000Z
923,1432143,2310,0,LARCENY,1708 US THEFT OF MAIL,5,5C,1635,2020-01-13T00:07:00.000Z
925,1432145,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1346,2020-01-11T00:16:25.000Z
927,1432147,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1285,2020-01-10T00:21:30.000Z
928,1432148,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1002,2020-01-10T00:15:00.000Z
948,1432189,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4B,958,2020-01-10T00:15:00.000Z
951,1432193,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,732,2020-01-13T00:05:50.000Z
971,1432227,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1369,2020-01-08T00:10:15.000Z
977,1432243,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,824,2020-01-09T00:08:00.000Z
981,1432254,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1084,2020-01-13T00:03:00.000Z
985,1432263,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6A,1015,2020-01-13T00:08:54.000Z
996,1432277,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,104,2020-01-12T00:17:30.000Z
997,1432278,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,531,2020-01-12T00:03:15.000Z
998,1432280,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,306,2020-01-09T00:16:00.000Z
1000,1432284,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,612,2020-01-13T00:11:05.000Z
2006,1434833,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1A,128,2020-01-09T00:09:45.000Z
2007,1434839,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,619,2020-01-22T00:17:15.000Z
2009,1434861,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,1,1A,123,2020-01-22T00:08:28.000Z
2024,1435032,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1289,2020-01-21T00:10:30.000Z
2033,1435076,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1505,2020-01-12T00:00:00.000Z
2046,1435260,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,506,2020-01-23T00:09:00.000Z
2069,1435323,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1286,2020-01-15T00:08:00.000Z
2082,1435484,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,5,5B,1614,2020-01-21T00:12:00.000Z
2098,1435673,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1265,2020-01-18T00:11:37.000Z
2111,1435820,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6D,855,2020-01-02T00:21:41.000Z
2112,1435840,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,468,2020-01-11T00:21:10.000Z
2113,1435843,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,715,2020-01-07T00:22:00.000Z
2134,1436148,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,440,2020-01-21T00:08:00.000Z
2135,1436151,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1443,2020-01-07T00:08:00.000Z
2138,1436270,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,619,2020-01-01T00:19:30.000Z
2142,1436344,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,340,2020-01-10T00:22:00.000Z
2147,1436397,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1B,440,2020-01-10T00:17:00.000Z
2158,1436509,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,509,2020-01-15T00:14:50.000Z
2161,1436549,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1399,2020-01-03T00:09:00.000Z
2168,1436613,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,916,2020-01-22T00:23:39.000Z
1636,1433633,3522,11,NARCOTIC,11351 HS POSS/SALE OPIATE/NARC,2,2A,506,2020-01-21T00:18:37.000Z
540,1431302,3522,11,NARCOTIC,11351 HS POSS/SALE OPIATE/NARC,2,2A,514,2020-01-08T00:16:41.000Z
1041,1432367,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,4,4A,907,2020-01-14T00:09:33.000Z
1047,1432388,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6B,1084,2020-01-14T00:22:12.000Z
1086,1432478,3599,34,NARCOTICS,11379(A)HS SALE/TRAN CNTRL SUB,5,5A,1394,2020-01-15T00:02:58.000Z
1087,1432481,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,6,6A,1081,2020-01-14T00:10:15.000Z
1113,1432564,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3M,745,2020-01-11T00:22:32.000Z
1119,1432571,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1623,2020-01-15T00:19:34.000Z
1206,1432755,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5B,1369,2020-01-16T00:09:53.000Z
1210,1432764,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1624,2020-01-16T00:16:15.000Z
1222,1432787,3599,48,NARCOTICS,11351 HS POSS FOR SALE/11054,UI,UI,UI,2020-01-15T00:16:52.000Z
1224,1432791,3599,60,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,1,1B,404,2020-01-15T00:02:05.000Z
1237,1432817,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1421,2020-01-15T00:23:46.000Z
1248,1432853,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,2,2B,553,2020-01-09T00:20:15.000Z
1256,1432889,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1054,2020-01-16T00:18:59.000Z
1257,1432890,3599,60,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,3,3A,762,2020-01-16T00:18:11.000Z
1258,1432891,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1C,429,2020-01-16T00:22:11.000Z
1266,1432907,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1145,2020-01-17T00:03:36.000Z
1268,1432909,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,744,2020-01-17T00:09:04.000Z
1270,1432911,3599,36,NARCOTICS,11364.1(A) POSS UNLAWFUL PARAP,2,2B,563,2020-01-17T00:10:10.000Z
1278,1432926,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,2,2A,512,2020-01-17T00:14:19.000Z
1310,1433009,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,523,2020-01-18T00:00:00.000Z
1355,1433099,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,744,2020-01-17T00:09:16.000Z
1356,1433100,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6A,1081,2020-01-17T00:13:39.000Z
1365,1433121,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6B,1054,2020-01-15T00:14:59.000Z
1366,1433122,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1084,2020-01-18T00:11:16.000Z
1369,1433130,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5B,1603,2020-01-18T00:16:49.000Z
1370,1433131,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,4,4C,1209,2020-01-18T00:18:57.000Z
1379,1433144,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1623,2020-01-18T00:15:51.000Z
1380,1433145,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1147,2020-01-18T00:16:07.000Z
1412,1433190,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,748,2020-01-19T00:00:58.000Z
1431,1433226,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1084,2020-01-19T00:14:57.000Z
1433,1433228,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1A,343,2020-01-19T00:18:58.000Z
1464,1433299,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2B,546,2020-01-19T00:16:04.000Z
1484,1433335,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,735,2020-01-20T00:13:46.000Z
1522,1433412,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1358,2020-01-20T00:15:49.000Z
1523,1433413,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1A,307,2020-01-20T00:19:54.000Z
1525,1433415,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,3,3M,742,2020-01-20T00:15:59.000Z
