OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
1117,1432569,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,2,2C,567,2020-01-15T00:18:38.000Z
1129,1432599,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,6,6B,1421,2020-01-15T00:00:46.000Z
1176,1432693,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,877,2020-01-08T00:17:30.000Z
1217,1432780,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,908,2020-01-02T00:08:51.000Z
1218,1432783,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1391,2020-01-02T00:11:21.000Z
1220,1432785,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1501,2020-01-14T00:07:23.000Z
1221,1432786,5499,17A,TRAFFIC,23222(B)POSSESS MARIJ IN VEH,2,2B,552,2020-01-14T00:18:37.000Z
1223,1432788,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,1359,2020-01-14T00:21:12.000Z
1225,1432795,5403,1,TRAFFIC,23152(F) DUI DRUGS,6,6E,1101,2020-01-17T00:00:36.000Z
1259,1432892,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,203,2020-01-14T00:21:49.000Z
1260,1432893,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,879,2020-01-14T00:17:02.000Z
1261,1432898,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1269,2020-01-10T00:12:22.000Z
1262,1432899,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,233,2020-01-17T00:14:02.000Z
1263,1432900,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,1,1A,336,2020-01-17T00:04:28.000Z
1271,1432914,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,6,6C,1405,2020-01-17T00:11:03.000Z
1275,1432922,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,563,2020-01-09T00:16:48.000Z
1276,1432923,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,206,2020-01-16T00:08:08.000Z
1282,1432933,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1624,2020-01-16T00:16:16.000Z
1326,1433045,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,3,3B,786,2020-01-01T00:03:10.000Z
1331,1433055,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,886,2020-01-16T00:13:40.000Z
1332,1433056,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,746,2020-01-17T00:00:07.000Z
1333,1433058,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,732,2020-01-16T00:14:50.000Z
1334,1433059,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1363,2020-01-17T00:13:00.000Z
1347,1433082,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,136,2020-01-11T00:11:30.000Z
1364,1433117,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1361,2020-01-17T00:13:25.000Z
1372,1433136,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1606,2020-01-14T00:13:19.000Z
1373,1433137,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,5,5A,1398,2020-01-18T00:19:03.000Z
1374,1433138,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,786,2020-01-16T00:08:32.000Z
1375,1433139,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1631,2020-01-17T00:08:11.000Z
1376,1433140,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,1102,2020-01-17T00:15:16.000Z
1377,1433141,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,715,2020-01-17T00:19:24.000Z
1378,1433142,5403,1,TRAFFIC,23152(F) DUI DRUGS,6,6C,1445,2020-01-18T00:19:04.000Z
1398,1433170,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,504,2020-01-02T00:15:56.000Z
1405,1433177,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,6,6D,841,2020-01-18T00:22:18.000Z
1406,1433179,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,716,2020-01-11T00:19:24.000Z
1414,1433195,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,5,5B,1621,2020-01-18T00:22:10.000Z
1452,1433282,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,1,1A,103,2020-01-19T00:21:59.000Z
1505,1433373,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1624,2020-01-04T00:03:33.000Z
1506,1433374,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,1326,2020-01-04T00:18:44.000Z
1507,1433376,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,611,2020-01-05T00:13:19.000Z
1509,1433380,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,4,4C,1301,2020-01-20T00:13:26.000Z
1515,1433392,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1081,2020-01-18T00:14:44.000Z
1518,1433408,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1396,2020-01-11T00:10:36.000Z
1527,1433419,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,567,2020-01-16T00:14:29.000Z
1529,1433425,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1401,2020-01-18T00:13:30.000Z
1530,1433426,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,734,2020-01-16T00:17:05.000Z
1531,1433427,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,912,2020-01-20T00:17:30.000Z
1553,1433454,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5B,1614,2020-01-17T00:16:31.000Z
1566,1433469,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1036,2020-01-17T00:13:15.000Z
1570,1433475,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,564,2020-01-17T00:15:41.000Z
1572,1433478,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,408,2020-01-17T00:14:59.000Z
1580,1433499,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,435,2020-01-21T00:00:44.000Z
1581,1433504,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,1351,2020-01-17T00:17:15.000Z
1583,1433506,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,735,2020-01-21T00:08:40.000Z
1584,1433507,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1227,2020-01-08T00:12:30.000Z
1628,1433613,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,888,2020-01-10T00:14:39.000Z
1629,1433614,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,888,2020-01-10T00:15:18.000Z
1631,1433617,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1068,2020-01-12T00:16:18.000Z
1632,1433620,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,6,6A,1081,2020-01-21T00:17:45.000Z
1633,1433625,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,6,6C,1141,2020-01-21T00:19:52.000Z
1634,1433627,5403,1,TRAFFIC,23152(F) DUI DRUGS,2,2B,563,2020-01-21T00:18:44.000Z
1681,1433716,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,438,2020-01-22T00:07:15.000Z
1738,1433829,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,2,2B,544,2020-01-03T00:18:32.000Z
1741,1433832,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,877,2020-01-07T00:09:38.000Z
1749,1433840,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,715,2020-01-10T00:15:19.000Z
1752,1433844,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,709,2020-01-10T00:16:00.000Z
1755,1433848,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,856,2020-01-14T00:13:09.000Z
1759,1433853,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,877,2020-01-20T00:10:50.000Z
1760,1433854,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,511,2020-01-13T00:17:50.000Z
1765,1433865,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,709,2020-01-14T00:17:20.000Z
1775,1433883,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,564,2020-01-16T00:18:49.000Z
1824,1433984,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,742,2020-01-16T00:02:39.000Z
1828,1433992,5499,7,TRAFFIC,IMPOUND-CVC,6,6C,1447,2020-01-17T00:09:45.000Z
1831,1433995,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6E,888,2020-01-17T00:14:45.000Z
1832,1433996,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,517,2020-01-18T00:16:37.000Z
1834,1433998,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,106,2020-01-15T00:13:47.000Z
1835,1433999,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,832,2020-01-22T00:10:50.000Z
1836,1434000,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,441,2020-01-16T00:14:12.000Z
1837,1434001,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,747,2020-01-17T00:22:45.000Z
1859,1434050,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,537,2020-01-18T00:17:18.000Z
1861,1434055,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1287,2020-01-20T00:10:56.000Z
1862,1434059,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,861,2020-01-21T00:08:04.000Z
1864,1434062,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1084,2020-01-21T00:08:03.000Z
1865,1434063,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,546,2020-01-21T00:10:57.000Z
1866,1434065,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,226,2020-01-21T00:12:28.000Z
1870,1434071,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,419,2020-01-22T00:16:20.000Z
1897,1434140,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4C,1284,2020-01-21T00:13:11.000Z
1898,1434141,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4C,1225,2020-01-22T00:04:01.000Z
1899,1434143,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,909,2020-01-10T00:18:04.000Z
1900,1434148,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1644,2020-01-13T00:07:52.000Z
1901,1434149,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,704,2020-01-13T00:23:47.000Z
1902,1434150,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,449,2020-01-16T00:07:30.000Z
1903,1434151,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,945,2020-01-22T00:17:55.000Z
1904,1434152,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,825,2020-01-21T00:11:59.000Z
1915,1434210,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1396,2020-01-20T00:15:12.000Z
1918,1434219,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1111,2020-01-21T00:15:01.000Z
1919,1434229,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,846,2020-01-22T00:07:06.000Z
1929,1434261,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,762,2020-01-22T00:15:13.000Z
1932,1434279,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,766,2020-01-23T00:07:25.000Z
1934,1434298,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,977,2020-01-23T00:14:35.000Z
1946,1434340,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,725,2020-01-17T00:09:35.000Z
1947,1434341,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,526,2020-01-19T00:21:00.000Z
1963,1434432,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,909,2020-01-15T00:12:39.000Z
1964,1434434,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,765,2020-01-17T00:16:06.000Z
1965,1434436,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,876,2020-01-17T00:21:41.000Z
1966,1434437,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3A,715,2020-01-19T00:03:50.000Z
1967,1434438,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,626,2020-01-20T00:12:04.000Z
1968,1434440,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,785,2020-01-20T00:12:32.000Z
1969,1434442,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4A,909,2020-01-21T00:09:13.000Z
1970,1434444,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,404,2020-01-23T00:07:49.000Z
1998,1434729,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,777,2020-01-21T00:16:44.000Z
1999,1434751,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,898,2020-01-20T00:17:30.000Z
5,1429831,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,3,3B,777,2020-01-01T00:02:43.000Z
21,1429920,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,552,2020-01-01T00:00:20.000Z
24,1429957,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1654,2020-01-01T00:16:47.000Z
41,1430051,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,545,2020-01-01T00:18:01.000Z
42,1430053,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,4,4A,908,2020-01-02T00:22:04.000Z
67,1430140,5499,41,TRAFFIC,12500(A) UNLICENSED DRIVER,2,2B,523,2020-01-02T00:11:37.000Z
70,1430147,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,1,1C,456,2020-01-01T00:02:03.000Z
92,1430215,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,6,6A,1032,2020-01-03T00:00:02.000Z
119,1430326,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,776,2020-01-02T00:18:15.000Z
133,1430358,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,421,2020-01-03T00:21:12.000Z
156,1430415,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,861,2020-01-01T00:00:09.000Z
158,1430417,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1279,2020-01-01T00:15:32.000Z
161,1430423,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1018,2020-01-02T00:00:55.000Z
163,1430457,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,2,2B,523,2020-01-02T00:12:38.000Z
164,1430467,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,435,2020-01-02T00:15:34.000Z
165,1430468,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,338,2020-01-02T00:15:51.000Z
166,1430473,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,526,2020-01-03T00:06:50.000Z
173,1430489,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,4,4B,1326,2020-01-04T00:16:11.000Z
174,1430490,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,618,2020-01-03T00:12:52.000Z
176,1430493,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,746,2020-01-02T00:12:57.000Z
178,1430496,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,144,2020-01-03T00:17:35.000Z
179,1430497,5499,452,TRAFFIC,14601.2(A) SUSP LIC-DUI CONVCT,4,4A,937,2020-01-04T00:19:11.000Z
180,1430498,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,957,2020-01-03T00:15:50.000Z
181,1430500,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,104,2020-01-03T00:09:10.000Z
200,1430553,5499,113,TRAFFIC,4463(A)(1) VC ALTER REG-FEL,4,4C,1227,2020-01-04T00:20:25.000Z
206,1430573,5404,1,TRAFFIC,23152(B) DUI BAC >.08,6,6E,1116,2020-01-05T00:06:28.000Z
218,1430592,5403,1,TRAFFIC,23152(F) DUI DRUGS,2,2C,601,2020-01-05T00:09:03.000Z
234,1430631,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1653,2020-01-01T00:17:31.000Z
247,1430654,5499,132,TRAFFIC,23109(C) EXHIBITION OF SPEED,1,1A,334,2020-01-05T00:20:23.000Z
248,1430655,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,435,2020-01-05T00:17:20.000Z
259,1430676,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4C,1259,2020-01-03T00:02:34.000Z
260,1430678,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,908,2020-01-03T00:17:21.000Z
261,1430683,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,603,2020-01-04T00:07:39.000Z
262,1430684,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1634,2020-01-04T00:10:11.000Z
263,1430686,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1406,2020-01-04T00:13:50.000Z
266,1430690,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,406,2020-01-04T00:15:40.000Z
268,1430693,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,774,2020-01-04T00:19:33.000Z
272,1430710,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,435,2020-01-02T00:22:17.000Z
293,1430762,5499,15,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,2,2B,564,2020-01-06T00:09:34.000Z
314,1430811,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,6,6B,1035,2020-01-06T00:02:08.000Z
318,1430815,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,905,2020-01-02T00:11:21.000Z
322,1430821,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1624,2020-01-02T00:18:04.000Z
324,1430828,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1275,2020-01-01T00:16:15.000Z
325,1430833,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,619,2020-01-04T00:12:00.000Z
329,1430847,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,409,2020-01-04T00:15:15.000Z
332,1430861,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3A,785,2020-01-04T00:18:01.000Z
367,1430937,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,505,2020-01-06T00:10:30.000Z
368,1430938,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,206,2020-01-06T00:20:07.000Z
385,1430984,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,440,2020-01-07T00:20:20.000Z
395,1431015,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1152,2020-01-06T00:10:05.000Z
401,1431034,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1607,2020-01-02T00:19:30.000Z
402,1431036,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,628,2020-01-04T00:14:03.000Z
429,1431085,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,506,2020-01-01T00:14:42.000Z
431,1431087,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,783,2020-01-03T00:17:23.000Z
440,1431105,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,236,2020-01-04T00:16:14.000Z
447,1431119,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,906,2020-01-04T00:19:41.000Z
450,1431124,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,3,3A,704,2020-01-08T00:01:31.000Z
451,1431125,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1522,2020-01-05T00:15:55.000Z
458,1431151,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,748,2020-01-07T00:19:31.000Z
460,1431153,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,877,2020-01-08T00:11:40.000Z
461,1431155,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,766,2020-01-05T00:17:37.000Z
477,1431185,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,933,2020-01-06T00:16:46.000Z
479,1431189,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,728,2020-01-04T00:20:12.000Z
490,1431209,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,5,5B,1359,2020-01-05T00:17:51.000Z
497,1431225,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,5,5B,1604,2020-01-06T00:18:53.000Z
498,1431226,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1405,2020-01-06T00:21:31.000Z
500,1431229,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,778,2020-01-06T00:08:47.000Z
504,1431235,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1409,2020-01-07T00:14:05.000Z
505,1431238,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,564,2020-01-06T00:10:07.000Z
513,1431264,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,752,2020-01-06T00:17:45.000Z
514,1431265,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,957,2020-01-08T00:20:20.000Z
580,1431390,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,4,4C,1275,2020-01-09T00:13:25.000Z
595,1431424,5499,145,TRAFFIC,2800.2(A) VC EVADE RECKLES-MIS,5,5C,1623,2020-01-08T00:20:37.000Z
602,1431441,5403,1,TRAFFIC,23152(F) DUI DRUGS,6,6C,1443,2020-01-09T00:21:25.000Z
608,1431455,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,1,1C,418,2020-01-10T00:01:11.000Z
610,1431459,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,506,2020-01-05T00:17:55.000Z
613,1431463,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1522,2020-01-04T00:21:33.000Z
620,1431476,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6A,1071,2020-01-07T00:01:53.000Z
622,1431482,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1654,2020-01-03T00:06:20.000Z
624,1431493,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1421,2020-01-07T00:19:41.000Z
628,1431505,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,3,3A,721,2020-01-09T00:22:30.000Z
635,1431518,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,404,2020-01-07T00:19:55.000Z
639,1431525,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,504,2020-01-09T00:21:30.000Z
654,1431555,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,731,2020-01-10T00:01:45.000Z
656,1431559,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,732,2020-01-09T00:07:15.000Z
661,1431574,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1602,2020-01-09T00:07:40.000Z
675,1431599,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1061,2020-01-06T00:00:03.000Z
676,1431601,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1605,2020-01-08T00:16:27.000Z
677,1431603,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6A,1042,2020-01-09T00:01:31.000Z
678,1431604,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,748,2020-01-09T00:14:09.000Z
679,1431605,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1403,2020-01-09T00:17:10.000Z
704,1431653,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,741,2020-01-10T00:20:40.000Z
705,1431654,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,908,2020-01-03T00:20:00.000Z
706,1431656,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,787,2020-01-08T00:15:23.000Z
737,1431749,5403,1,TRAFFIC,23152(F) DUI DRUGS,6,6E,1102,2020-01-10T00:22:02.000Z
741,1431766,5499,41,TRAFFIC,12500(A) UNLICENSED DRIVER,4,4A,901,2020-01-01T00:10:21.000Z
754,1431807,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,6,6C,1113,2020-01-11T00:00:27.000Z
760,1431826,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,232,2020-01-11T00:11:14.000Z
767,1431839,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,747,2020-01-11T00:21:38.000Z
779,1431874,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,3,3A,775,2020-01-12T00:00:49.000Z
782,1431882,5404,0,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,526,2020-01-12T00:14:50.000Z
806,1431939,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1018,2020-01-02T00:08:28.000Z
807,1431940,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5B,1621,2020-01-03T00:02:50.000Z
810,1431945,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,1102,2020-01-09T00:15:40.000Z
